id,sentence,intent,slots,action
15590,please tell dsw i'm returning defective shoes,social_post,"['business_name : dsw',""content:i'm returning defective shoes""]",post
3168,can you turn my bathroom lights off,iot_hue_lightoff,['house_place : bathroom'],hue_lightoff
8843,schedule meeting with laura,calendar_set,"['event_name : meeting','person: laura']",set
6182,hey i missed you,general_quirky,['content: i missed you'],quirky
15189,check my last post on instagram,social_query,"['media_type : instagram','descriptor:last post']",query
4069,current time,datetime_query,[],query
9396,play ipl two thousand and seventeen,play_radio,['radio_name : ipl two thousand and seventeen'],radio
11145,update work out list with new items,lists_createoradd,['list_name : work out'],createoradd
14548,does selena gomez has a scandal,general_quirky,['content:does selena gomez has a scandal'],quirky
10560,start a new list,lists_createoradd,[],createoradd
13141,what is the meaning of life,general_quirky,['content: the meaning of life'],quirky
8008,what time is my dentist appointment on monday,calendar_query,"['event_name : dentist appointment', 'date : monday']",query
17152,please let me know when delia replies to my email from this morning,email_subscription,"['from_person : delia', 'timeofday : morning']",subscription
15574,open tweeter of indian railways,social_query,"['media_type : twitter', 'business_name : indian railways']",query
2488,volume louder softer,audio_volume_up,[],volume_up
833,is it going to snow this weekend here,weather_query,"['weather_descriptor : snow', 'date : this weekend']",query
16128,send email to rajesh,email_sendemail,['to_person : rajesh'],sendemail
13791,how much does a bowling ball cost,qa_factoid,['content:bowling ball cost'],factoid
8552,set a meeting with tom on tuesday at nine am,calendar_set,"['event_name : meeting','person: tom', 'date : tuesday', 'time : nine am']",set
10734,delete shopping from my list,lists_remove,['list_name:shopping'],remove
2722,do you know any good jokes,general_joke,[],joke
4039,where can i order pizza for delivery,takeaway_query,"['food_type : pizza', 'order_type : delivery']",query
4087,nice music,music_likeness,[],likeness
1975,have i set any alarm for today,alarm_query,['date : today'],query
2171,show me the latest news about the elections,news_query,"['news_topic : elections','descriptor:latest']",query
3807,weather in florida this week,weather_query,"['place_name : florida', 'date : this week']",query
5508,tell joke,general_joke,[],joke
11115,new scenario time or calendar to new list,lists_createoradd,[],createoradd
8136,at eleven am tomorrow remind me of my three pm meeting,calendar_set,"['time : eleven am', 'date : tomorrow', 'event_name : three pm meeting']",set
6884,erase the meeting tomorrow at ten am,calendar_remove,"['event_name : meeting', 'date : tomorrow', 'time : ten am']",remove
5908,please set alarm for all days,alarm_set,['date : all days'],set
15012,what are the measurements of a rubix cube,qa_factoid,['content: the measurements of a rubix cube'],factoid
13237,what does diverse mean,qa_definition,['definition_word : diverse'],definition
6242,i helped a poor needy today,general_quirky,['content:i helped a poor needy today'],quirky
14105,siri what does jon snow's handsome face look like,general_quirky,"[""content : jon snow's handsome face""]",quirky
10484,what list is available for food products online,lists_query,['list_name:food products online'],query
17118,check for new email,email_query,['descriptor:new'],query
1865,temperature this hour,weather_query,"['weather_descriptor : temperature', 'time : this hour']",query
16876,do i have a work number for susan,email_querycontact,"['personal_info : work number', 'person : susan']",querycontact
8397,i have to go to a meting on friday at noon can you remind me,calendar_set,"['date : friday', 'timeofday : noon', 'event_name:meeting']",set
15105,tell me about the stock for shell,qa_stock,['business_name : shell'],stock
6377,where is a good place to eat cheap pakistani food,recommendation_locations,"['food_type : pakistani food','descriptor:cheap']",locations
16783,my mother needs the weekly weather sent to her,weather_query;email_sendemail,"['date:the weekly'],['to_relation : mother','content:the weekly weather']",sendemail
44,olly i am not tired i am actually happy,general_quirky,['content: i am not tired i am actually happy'],quirky
6143,what will the weather be like in two weeks,weather_query,['date : in two weeks'],query
15362,please tell kmart they sent the wrong item,social_post,"['business_name : kmart','content: they sent the wrong item']",post
3670,does this restaurant have takeaway,takeaway_query,"['business_name : this restaurant', 'order_type : takeaway']",query
6634,nightlife,general_quirky,['content:nightlife'],quirky
2676,what is today date,datetime_query,['date : today'],query
750,decrease the volume to ten percent,audio_volume_down,['change_to : ten percent'],volume_down
15063,how expensive is google stock,qa_stock,['business_name : google'],stock
8166,please add the meeting with ms boland on wednesday eight hundred am to my calendar,calendar_set,"['event_name : meeting','person: ms boland', 'date : wednesday', 'time : eight hundred am']",set
7097,add my doctor appointment for the fifteenth,calendar_set,"['event_name : doctor appointment', 'date : fifteenth']",set
5274,please play my pop playlist,play_music,['playlist_name : pop playlist'],music
6148,play hip hop music,play_music,['music_genre : hip hop'],music
13507,where can i buy a switch,general_quirky,['content:where can i buy a switch'],quirky
8020,set reminder for tomorrow's meeting with james,calendar_set,"['date : tomorrow', 'event_name : meeting','person: james']",set
15724,tweet british airways that my last flight from chicago to london was delayed,social_post,"['media_type : twitter', 'business_name : british airways','content:my last flight from chicago to london was delayed']",post
14237,explain object,qa_definition,['definition_word:object'],definition
3850,what is latest on the recent events happening right now,news_query,['descriptor:latest'],query
16544,what's john's home phone number,email_querycontact,"[""person : john"", 'personal_info : home phone number']",querycontact
13578,what does hesitant mean,qa_definition,['definition_word : hesitant'],definition
700,how weather info,weather_query,[],query
3427,can you turn the lights up,iot_hue_lightup,[],hue_lightup
4420,find some rock,play_music,['music_genre : rock'],music
12755,book me an uber ride to go home,transport_taxi,"['transport_agency : uber', 'place_name : home']",taxi
13046,what is the worlds record for the longest head of hair,qa_factoid,['content: the worlds record for the longest head of hair'],factoid
1112,play one thousand nine hundred and ninety nine by prince,play_music,"['song_name : one thousand nine hundred and ninety nine', 'artist_name : prince']",music
14687,ok google what is a ferrari,qa_definition,['definition_word : ferrari'],definition
11701,is this shop is good or bad,general_quirky,['content:is this shop is good or bad'],quirky
9392,can you find the radio station on spotify that i was listening to yesterday,play_radio,"['app_name : spotify', 'descriptor :listening to yesterday']",radio
16651,how many times did ben email me,email_query,"['from_person : ben','query:times']",query
6285,how will be today for me,calendar_query,['date : today'],query
3787,what is the timer in japan,datetime_query,['place_name : japan'],query
14128,list albums of rihana,qa_factoid,['content:albums of rihana'],factoid
14219,how many cm make one foot,qa_maths,['content:how many cm make one foot'],maths
3567,what is the current date in india,datetime_query,['place_name : india'],query
11416,play the next recording,play_podcasts,['player_settings:next recording'],podcasts
13573,where in the world is lyon,qa_factoid,['content:where in the world is lyon'],factoid
5629,turn on the geyser,iot_wemo_on,['device_type : geyser'],wemo_on
3032,olly what's the current weather,weather_query,[],query
16008,tell me when i get new emails from principal lowry,email_subscription,['from_person : principal lowry'],subscription
4511,what time is it relative to new york,datetime_query,['place_name : new york'],query
8339,is monday free after noon,calendar_query,"['date : monday', 'time : after noon']",query
13180,explain photosynthesis,qa_definition,['definition_word : photosynthesis'],definition
1705,can you please tell me the time,datetime_query,[],query
4768,can you please turn off the wemo plug socket,iot_wemo_off,['device_type : wemo plug socket'],wemo_off
3358,keep track of the standing rock protest,news_query,['news_topic : standing rock protest'],query
14671,how much money in us would i need to have a thousand pesos,qa_currency,"['currency_name : us', 'currency_name : pesos','amount:a thousand']",currency
10514,i want to make next week's to do list,lists_createoradd,"[""time : next week"", 'list_name : to do']",createoradd
6667,cricket live scorecards,news_query,['news_topic:cricket live scorecards'],query
4316,turn all the lights off,iot_hue_lightoff,['device_type:all'],hue_lightoff
11129,what on my list to do today evening,lists_query,"['date : today', 'timeofday : evening']",query
7453,may i ask you to add a new event to my calendar,calendar_set,[],set
4374,review set alarms,alarm_query,[],query
1876,play top ten,play_music,['playlist_name : top ten'],music
6679,finance,news_query,['news_topic:finance'],query
9329,play random radio station,play_radio,[],radio
5894,play sufi songs,play_music,['artist_name : sufi'],music
7897,do i have any appointments set for tomorrow,calendar_query,"['event_name : appointments', 'date : tomorrow']",query
3998,alexa what is going on today,news_query,['date : today'],query
7299,set a reminder of meeting at nine am tomorrow,calendar_set,"['event_name : meeting', 'time : nine am', 'date : tomorrow']",set
1789,is the weather cold,weather_query,['weather_descriptor : cold'],query
681,keep me updated on stock market prices,qa_stock,[],stock
8701,set calendar for date and time with this person,calendar_set,['person: this person'],set
2712,i do not like these colours in the house,iot_hue_lightcolor,['house_place : house'],hue_lightchange
16957,begin email to my husband,email_sendemail,['to_relation : husband'],sendemail
7074,let me know when a next event if occurring from my calendar and send me a notification,calendar_query,['descriptor:next'],query
14485,how much is one dollar us in canadian,qa_currency,"['amount:one','currency_name : us', 'currency_name : canadian']",currency
929,name the singer,music_query,['query:artist_name'],query
1816,order one coffee to starbucks coffee shop,takeaway_order,"['business_name : starbucks', 'business_type : coffee shop']",order
4787,what is my most played song,music_query,['descriptor:most played song'],query
5374,which day is march twenty,datetime_query,['date : march twenty'],query
6206,today's day is really tiring,general_quirky,"[""content:today's day is really tiring""]",quirky
12559,book a taxi uber,transport_taxi,"['transport_type : taxi', 'transport_agency : uber']",taxi
244,what's happening in cambridge,news_query,['place_name : cambridge'],query
6743,add weekly one pm call to calendar,calendar_set,"['general_frequency : weekly', 'time : one pm', 'event_name : call']",set
5460,should i bring an umbrella with me right now,weather_query,['weather_descriptor : umbrella'],query
14325,where was kelly clarkson born,qa_factoid,['content:where was kelly clarkson born'],factoid
15060,definition of arrow please,qa_definition,['definition_word : arrow'],definition
8250,olly i need next week's lunch put on the calendar,calendar_set,"['date : next week', 'event_name : lunch']",set
2,set an alarm for two hours from now,alarm_set,['time : two hours from now'],set
791,show me the highest weather this week,weather_query,"['weather_descriptor : highest', 'date : this week']",query
3201,remind me if anything else happens,calendar_set,[],set
5983,tell me time of alarm you set,alarm_query,[],query
7056,i need to calendar a meeting with allison on monday at ten am,calendar_set,"['event_name : meeting','person:  allison', 'date : Monday', 'time : ten am']",set
1309,what is the climate here today,weather_query,['date : today'],query
8927,remove all the events from my whole calendar,calendar_remove,['descriptor:all'],remove
9724,resume audiobook player,play_audiobook,['player_setting : resume'],audiobook
13782,identify object,qa_definition,['definition_word:object'],definition
4330,what is the name of the current song,music_query,['query:song name'],query
436,play bad religion folder,play_music,['artist_name : bad religion'],music
282,who is going to win the next elections in the france,news_query,"['news_topic : win next elections', 'place_name : france']",query
1965,hi play me playlist of a r rehman songs released current year,play_music,"['artist_name : a r rehman', 'descriptor : released current year']",music
13493,definition of computer,qa_definition,['definition_word : computer'],definition
3440,play jack johnson playlist music,play_music,['playlist_name : jack johnson'],music
2135,when is the next alarm,alarm_query,['descriptor:next'],query
10013,select recipe,cooking_recipe,[],recipe
15332,hows twitter,social_query,['media_type : twitter'],query
10312,play san andreas game,play_game,['game_name : san andreas'],game
7647,tell me about any pending reminder,calendar_query,[],query
5188,how is weather in new york city,weather_query,['place_name : new york city'],query
6362,what film should i watch,recommendation_movies,[],movies
16524,can you tell me the phone number of me,email_querycontact,"['personal_info : phone number', 'person : me']",querycontact
13277,how long till the eventual heat death of the universe,qa_factoid,['content:how long till the eventual heat death of the universe'],factoid
2192,i want to listen to classic rock,play_music,['music_genre : classic rock'],music
15677,please open my twitter app and find complaint section for olive garden,social_query,"['media_type : twitter', 'business_name : olive garden','section_name:complaint']",query
12122,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,"['transport_agency : uber', 'time : in twenty minutes', 'business_name : tesco', 'place_name : fifth street']",taxi
3647,take me to more music by that artist,play_music,['artist_name:that'],music
554,please set the lights off in the living room,iot_hue_lightoff,['house_place : living room'],hue_lightoff
12542,what is the time train coming from sacramento,transport_query,"['transport_type : train', 'from_place_name : sacramento']",query
14711,what area has at least a thousand miles of open desert,qa_factoid,['content:what area has at least a thousand miles of open desert'],factoid
9135,what is the schedule on next monday,calendar_query,['date : next monday'],query
3878,what is the current weather in miami,weather_query,['place_name : miami'],query
4564,order food from applebees,takeaway_order,['business_name : applebees'],order
10989,cut red peppers from groceries,lists_remove,"['item_name:red peppers','list_name : groceries']",remove
7926,what's on my schedule this week,calendar_query,['date : this week'],query
12274,get route for los angles from here,transport_query,"['to_place_name : los angles','from_place_name:here']",query
7051,add an event to my google calendar for the date march twenty second please,calendar_set,['date : march twenty second'],set
4022,news updates,news_query,[],query
9649,go to sirius and play the hip hop channel,play_radio,"['app_name : sirius','radio_name:hip hop']",radio
606,what is the weekend weather forecast,weather_query,['date : weekend'],query
11482,play the podcast named ringcast,play_podcasts,['podcast_name : ringcast'],podcasts
7021,show me reminders on tomorrow,calendar_query,['date : tomorrow'],query
17024,send mom an email and find out what he weather is like for the week,email_sendemail,"['to_relation : mom','content:what he weather is like for the week']",sendemail
2940,play my shazam playlist on the spotify app,play_music,"['playlist_name : shazam playlist', 'app_name : spotify']",music
9546,i think dean obidallah is on the radio around now,play_radio,['radio_name: dean obidallah'],radio
8533,remind me of my dentist appointment in two hours,calendar_set,"['event_name : dentist appointment', 'time : in two hours']",set
5810,siri can you play my favorite music,play_music,['playlist_name:favorite'],music
7432,create calendar event,calendar_set,[],set
10116,olly how do you bbq chicken,cooking_recipe,['food_type : bbq chicken'],recipe
9802,resume the two towers audiobook,play_audiobook,"['player_setting : resume', 'audiobook_name : the two towers', 'media_type : audiobook']",audiobook
14583,how many rupies are in a dollar,qa_currency,"['currency_name : rupies', 'currency_name : dollar','amount:a']",currency
6733,clear my day olly from meetings,calendar_remove,"['event_name:meetings','day:my day']",remove
645,slightly raise the light,iot_hue_lightup,['change_amount : slightly'],hue_lightup
770,what's going around in the world these days,news_query,['place_name : world'],query
3334,have the vacuum cleaner clean the room,iot_cleaning,"['device_type : vacuum cleaner', 'house_place : room']",cleaning
11763,what is there to do in new york city,recommendation_events,['place_name : new york city'],events
7267,hey make sure i go to sarahs birthday party on the twelveth,calendar_set,"['event_name : sarahs birthday party', 'date : twelveth']",set
1316,make the lights blue in here,iot_hue_lightcolor,"['color_type : blue', 'house_place : here']",hue_lightchange
13466,i would like to solve maths issues,general_quirky,['content:i would like to solve maths issues'],quirky
9582,start radio forth on programme y,play_radio,"['radio_name : radio forth','app_name:programme y']",radio
1815,olly order one coffee to starbucks coffee shop,takeaway_order,"['business_name : starbucks', 'business_type : coffee shop']",order
13170,what is population per mile in asia,qa_factoid,['content:what is population per mile in asia'],factoid
6238,good morning isn't it a great day,general_quirky,['content:good morning isn't it a great day'],quirky
10337,play for me the game temple run,play_game,['game_name : temple run'],game
816,play some music,play_music,[],music
7256,when is my next appointment and who do i contact to reschedule,calendar_query,"['event_name : appointment','descriptor:next','query:person']",query
10601,i think i ran out of this can you add it to my list,lists_createoradd,['item_name:this'],createoradd
7492,open events this week,calendar_query,['date : this week'],query
10502,i need to add pasta and milk to the grocery list,lists_createoradd,"['list_name : grocery','item_name:pasta and milk']",createoradd
15237,tell me the best player of basketball of this week,news_query,"['date : this week','news_topic:best player of basketball']",query
2100,how much does general tsos chicken cost at peking garden,takeaway_query,"['food_type : general tsos chicken', 'business_name : peking garden','query:price']",query
8429,olly add dinner with jane on february twelfth at six pm,calendar_set,"['meal_type : dinner','person: jane', 'date : february twelfth', 'time : six pm']",set
15996,email staff group distribution about tomorrow's meeting,email_sendemail,"[""content : tomorrow's meeting"",'to_person_name:staff group distribution']",sendemail
573,increase volume,audio_volume_up,[],volume_up
8090,what time is my appointment on saturday date,calendar_query,"['event_name : appointment', 'date : saturday']",query
9587,i want listen to kevin and bean,play_radio,['radio_name : kevin and bean'],radio
2916,how is weather on such and such day,weather_query,[],query
7758,when is my next event,calendar_query,['descriptor:next'],query
16640,email joe and tell him to hurry,email_sendemail,"['to_person : joe','content:hurry']",sendemail
8370,hey siri clear all my calendar appoints for today,calendar_remove,['date : today'],remove
12033,list the shops near me,recommendation_locations,"['business_type : shops','place_name:near me']",locations
12042,recommend me a restaurant in west chester,recommendation_locations,"['business_type : restaurant', 'place_name : west chester']",locations
5729,please turn off the lights,iot_hue_lightoff,[],hue_lightoff
7811,add in an event,calendar_set,[],set
7468,please remind me i need to pick my clothes from the cleaner today,calendar_set,"['event_name : pick my clothes from the cleaner', 'date : today']",set
2471,what time does the sun set,weather_query,['weather_descriptor : sun set'],query
1883,what is the name of that song,music_query,['query:song name'],query
7012,see if john is available for a meeting on monday,calendar_query,"['person : john', 'event_name : meeting', 'date : Monday']",query
4615,call pizza hut and order a large pan pizza with ham and mushrooms,takeaway_order,"['business_name : pizza hut', 'food_type : large pan pizza with ham and mushrooms']",order
787,how is the weather today,weather_query,['date : today'],query
1685,yes or no tomorrows temperature is to be hot,weather_query,"['date : tomorrow', 'weather_descriptor : hot']",query
16695,what emails came from mom,email_query,['from_relation : mom'],query
291,vacuum the kitchen,iot_cleaning,['house_place : kitchen'],cleaning
8156,is tomorrow's appointment in the middletown office,calendar_query,"['date : tomorrow', 'event_name : appointment in middletown office']",query
14480,tell me speed to go sun,general_quirky,['content:tell me speed to go sun'],quirky
5692,record pb,music_likeness,[],likeness
7634,for the next three sundays remind me i have yoga class at noon,calendar_set,"['date : next three sundays', 'event_name : yoga class', 'timeofday : noon']",set
13947,how old is rod stewart,qa_factoid,['content:how old is rod stewart'],factoid
14815,is person is incredible,general_quirky,['content:is person is incredible'],quirky
13368,answer the equation eight times seven,qa_maths,['content:answer the equation eight times seven'],maths
8740,set an alarm for two pm,alarm_set,['time : two pm'],set
14157,what is ten u. s. d. in euros,qa_currency,"['amount:ten','currency_name : u. s. d.', 'currency_name : euros']",currency
10003,i want to cook pasta in american style show me how,cooking_recipe,['food_type : pasta in american style'],recipe
417,make an alarm for four pm,alarm_set,['time : four pm'],set
15315,go to facebook then go to lori's feed post happy birthday lori exclamation point on her feed,social_post,"['media_type : facebook', ""person : lori"", 'content:happy birthday lori exclamation point']",post
1514,is it supposed to rain tonight,weather_query,"['weather_descriptor : rain', 'timeofday : tonight']",query
4898,how this song,music_query,[],query
14830,is mt everest the tallest mountain in the united states,qa_factoid,['content:is mt everest the tallest mountain in the united states'],factoid
8841,add to calendar every year on may two is mary's birthday,calendar_set,"['general_frequency : every year', 'date : may two',  ""event_name : mary's birthday""]",set
16614,have i received any work emails from jeff,email_query,"['from_person : jeff','content:work']",query
11613,what baseball games are scheduled for this week in tulsa,recommendation_events,"['event_name : baseball games', 'date : this week', 'place_name : tulsa']",events
14286,show stock of goog,qa_stock,['business_name : goog'],stock
15981,answer email from sally,email_sendemail,['to_person : sally'],sendemail
5498,what time can i call from pennsylvania and it will be business hours in australia,datetime_convert,"['place_name : pennsylvania', 'time:work hours', 'place_name : australia']",convert
3472,get latest news report on kidnapping in ny,news_query,"['news_topic : kidnapping', 'place_name : ny']",query
13763,how old is miley cyrus,qa_factoid,['content:how old is miley cyrus'],factoid
3969,pop,play_music,['music_genre : pop'],music
1717,turn off the upstairs bathroom light,iot_hue_lightoff,['house_place : upstairs bathroom'],hue_lightoff
9517,turn on sportsnet for hockey,play_radio,['radio_name : sportsnet for hockey'],radio
7574,remind me when a contact calls,phone_notification,['event_name:contact calls'],notification
13449,give me the age of chuck norris,qa_factoid,['content: the age of chuck norris'],factoid
7336,what do i have scheduled for next week,calendar_query,['date : next week'],query
10867,olly list me the remainder of things left on the list,lists_query,['descriptor:remainder'],query
16060,reply to the email from my bank and inform them that i have paid the credit card dues,email_sendemail,"['to_relation : bank','content:i have paid the credit card dues']",sendemail
5472,brighten the lights in living room,iot_hue_lightup,['house_place : living room'],hue_lightup
3186,what time is it in that city,datetime_query,['place_name : that city'],query
5109,play thinking out loud now,play_music,['song_name : thinking out loud'],music
11913,whats the best place to eat near here,recommendation_locations,"['business_type : place to eat','place_name:near here']",locations
9638,i would like to hear rush limbaugh on i heart radio,play_radio,"['radio_name : i heart radio','person_name:rush limbaugh']",radio
5783,sunset temperature today,weather_query,"['weather_descriptor : temperature', 'date : today','time:sunset']",query
9804,open the two towers and play,play_audiobook,['audiobook_name : the two towers'],audiobook
7202,tell me about my schedule for the next month,calendar_query,['date : next month'],query
15096,can you convert my this money into,qa_currency,['currency_name:this money'],currency
6505,play twenty questions,play_game,['game_name:twenty questions'],game
13155,find the meaning,qa_definition,[],definition
48,tell me the time in moscow,datetime_query,['place_name : moscow'],query
15924,list emails from jim for today,email_query,"['from_person : jim', 'date : today']",query
7988,what's on tomorrow night,calendar_query,"['date : tomorrow','time: night']",query
9347,tell me the name of the radio station that i want played,radio_query,['query:radio name'],query
8682,erase events,calendar_remove,[],remove
11950,olly what are some highly rated restaurants in this area,recommendation_locations,"['business_type : restaurants','descriptor:highly rated','place_name:this area']",locations
9983,olly how do i start making lobster bisque,cooking_recipe,['food_type : lobster bisque'],recipe
398,will it be warm tomorrow,weather_query,"['weather_descriptor : warm', 'date : tomorrow']",query
8235,set a lunch date for next tuesday at noon with sarah at black angus,calendar_set,"['event_name : lunch','person: sarah at black angus', 'date : tuesday', 'timeofday : noon']",set
983,change the color of the lights in my bedroom to red,iot_hue_lightcolor,"['house_place : bedroom', 'color_type : red']",hue_lightchange
11576,tell me about the events near me,recommendation_events,['place_name:near me'],events
4731,play my downloaded music,play_music,['descriptor : downloaded'],music
9440,please play the top forties hits on pandora,play_radio,"['app_name : pandora','radio_name:top forties hits']",radio
12588,what are the train schedules to new york,transport_query,"['transport_type : train', 'to_place_name : new york']",query
14240,how much is the canadian dollar worth versus us dollar,qa_currency,"['currency_name : canadian dollar', 'currency_name : us dollar']",currency
9192,set this date to repeat reminder,calendar_set,['date:this date'],set
598,turn up sound,audio_volume_up,[],volume_up
8981,cancel my birthday party,calendar_remove,['event_name : my birthday party'],remove
10719,delete the item two from the list,lists_remove,['item_index:two'],remove
1584,find the this week's news about emigration legislation in the us please,news_query,"[""date : this week"", 'news_topic : emigration legislation', 'place_name : us']",query
14204,what is the coldest state in the us,qa_factoid,['content:what is the coldest state in the us'],factoid
10461,remind me to buy ham when i am in the shop next time,calendar_set,"['event_name:buy ham','time:next time in the shop']",set
10264,play chess app,play_game,['game_name : chess'],game
13500,google who was the last president who didn't own a dog,qa_factoid,['content:who was the last president who didn't own a dog'],factoid
5101,olly cancel yoga alarms,alarm_remove,['event_name:yoga'],remove
8565,any meeting between six to seven pm,calendar_query,"['event_name : meeting', 'time : six', 'time2: seven pm']",query
9741,continue audiobook playback,play_audiobook,['player_setting : continue'],audiobook
8577,remove everything in the calendar,calendar_remove,['descriptor:all'],remove
2375,who is the artist,music_query,['query:artist name'],query
16514,do i have any mails olly,email_query,[],query
13138,what is the name of the tallest man,qa_factoid,['content:what is the name of the tallest man'],factoid
477,find news about brexit,news_query,['news_topic : brexit'],query
5263,band name,music_query,['query:band name'],query
2502,please turn on the smart socket,iot_wemo_on,['device_type : smart socket'],wemo_on
5255,play song all the small things,play_music,['song_name : all the small things'],music
11750,recommend a local steak restaurant,recommendation_locations,"['food_type : steak', 'business_type : restaurant','place_name:local']",locations
857,dim lights,iot_hue_lightdim,[],hue_lightdim
6687,life,general_quirky,['content:life'],quirky
2462,shuffle music by aaron carter,music_settings,"['player_setting : shuffle', 'artist_name : aaron carter']",settings
5560,turn off my desk lamp,iot_hue_lightoff,['device_type : desk lamp'],hue_lightoff
9799,open album name,music_query,['query:album name'],query
5090,olly skip song,music_settings,['player_setting:skip'],settings
4976,what day of the week is the twenty fifth,datetime_query,['date : the twenty fifth'],query
7045,add tal meeting this thursday to calendar,calendar_set,"['event_name : tal meeting', 'date : this thursday']",set
11097,delete the famous actors list,lists_remove,['list_name : famous actors'],remove
11006,make a new list for me please,lists_createoradd,[],createoradd
11788,what events are in me area,recommendation_events,['place_name: me area'],events
14716,what is now stock price of tata,qa_stock,['business_name : tata'],stock
2715,play purple haze,play_music,['song_name : purple haze'],music
11736,is swat a good movie,recommendation_movies,['movie_name : swat'],movies
1628,price,general_quirky,['content:price'],quirky
12208,are there any construction areas on harvard,transport_traffic,"['place_name : harvard','query:construction area']",traffic
7943,today's events,calendar_query,['date : today'],query
15566,let wendy's know i hate them,social_post,"[""business_name : wendy's"",'content:I hate them']",post
16784,my mother wants to know what the weekly weather will be like send her an email,weather_query;email_sendemail,"['day:the weekly'],['to_relation : mother','content:the weather']",query;sendemail
649,do i have any alarms set for today,alarm_query,['date : today'],query
15078,olly how much can chris helmsworth bench press,qa_factoid,['content: how much can chris helmsworth bench press'],factoid
4160,can you order me a pizza today from dominos,takeaway_order,"['food_type : pizza', 'date : today', 'business_name : dominos']",order
4766,will i need a coat this morning,weather_query,"['weather_descriptor : coat', 'timeofday : this morning']",query
797,could you please recommend a mexican restaurant for take out,takeaway_query,"['food_type : mexican', 'business_type : restaurant', 'order_type : take out']",query
7231,today is fifth march is it or not,datetime_query,['date : today'],query
14501,just let me know the area of the asian continent,qa_factoid,['content: the area of the asian continent'],factoid
679,i want you to turn off the plug socket before the cellphone is charged,iot_wemo_off,"['device_type : plug socket', 'time : before the cellphone is charged']",wemo_off
14856,when was albert einstein born,qa_factoid,['content:when was albert einstein born'],factoid
6803,remind me to call my grandma this sunday,calendar_set,"['event_name : call my grandma', 'date : this Sunday']",set
3271,remove all alarms set today,alarm_remove,['date : today'],remove
8688,please add superbowl to calendar,calendar_set,['event_name : superbowl'],set
4399,what is the latest news from cbs,news_query,"['media_type : cbs','descriptor:latest']",query
12809,i want to go to mcdo,transport_query,['to_place_name : mcdo'],query
12921,hey olly what time does the four train leave the station,transport_query,"['transport_type : the four train','descriptor:leave the station']",query
8183,can you take out dentist appointment from my calendar,calendar_remove,['event_name : dentist appointment'],remove
6029,i have to wear a jacket in the morning,weather_query,"['weather_descriptor : jacket', 'timeofday : morning']",query
10311,would you like to play a game,play_game,[],game
7756,what is the next event in my calendar,calendar_query,['descriptor:next'],query
1026,please show me today's date,datetime_query,"[""date : today""]",query
11439,i'd like to continue to the next episode,play_podcasts,['player_setting : next episode'],podcasts
13432,what is the circumference of the earth,qa_factoid,['content:the circumference of the earth'],factoid
7789,don't let me forget to call alex,calendar_set,['event_name : call alex'],set
13739,tell me the best exchange rate,qa_currency,['descriptor:best'],currency
4753,play hula hoop next,play_music,['song_name : hula hoop'],music
7059,my events,calendar_query,[],query
2370,read about the latest new about this world,news_query,"['place_name : world','descriptor:latest']",query
12480,find an uber that can get me to the airport now,transport_taxi,"['transport_agency : uber', 'to_place_name : airport']",taxi
4147,make sure my shuffles are always repeat and always shuffled,music_settings,['player_setting : shuffles always repeat and always shuffled'],settings
10799,add eggs to my list,lists_createoradd,['item_name:eggs'],createoradd
10615,create a new list by tomorrow,lists_createoradd,['date : tomorrow'],createoradd
9300,i need you to start fm eight hundred and ninety radio channel,play_radio,['radio_name : fm eight hundred and ninety'],radio
16212,email dad how is the weather this week,email_sendemail,"['to_relation : dad', 'content : how is the weather this week']",sendemail
8879,do i have anything going on tonight,calendar_query,['timeofday : tonight'],query
12948,what is the capital of china,qa_factoid,['content:the capital of china'],factoid
6393,isn't it funny how the weather keeps getting worse,general_quirky,['content:isn't it funny how the weather keeps getting worse'],quirky
14602,who is the prime minister of india,qa_factoid,['content: the prime minister of india'],factoid
9146,i would like to set the event repetitive,calendar_set,['descriptor : repetitive'],set
14080,what causes in burmuda triangle,qa_factoid,['content:what causes in burmuda triangle'],factoid
9176,remove the party event from the calendar,calendar_remove,['event_name : party'],remove
859,weather forecast,weather_query,[],query
4569,get me the top news from huffington post,news_query,"['media_type : huffington post','descriptor:top']",query
11410,go to the next episode in this podcast,play_podcasts,['player_setting : next episode'],podcasts
8330,can you remind me of the meeting today at four pm,calendar_set,"['event_name : meeting', 'date : today', 'time : four pm']",set
5220,make the speaker volume on maximum,audio_volume_up,"['change_to : maximum','device_type:speaker']",volume_up
2319,down the light power,iot_hue_lightdim,[],hue_lightdim
1375,could you speak louder,audio_volume_up,[],volume_up
1776,play do re mi,play_music,['song_name : do re mi'],music
6453,cheapest flights to kansas city from dallas,transport_ticket,"['to_place_name : kansas city', 'from_place_name : dallas','descriptor:cheapest','transport_type:flight']",ticket
15223,what are today's highlights from facebook,social_query,"[""date : today"", 'media_type : facebook']",query
11921,is there any festivals this weekend,recommendation_events,"['event_name : festivals', 'date : this weekend']",events
12566,can i purchase a train ticket today,transport_query,"['transport_type : train', 'date : today']",query
13174,search news about a celebrity,news_query,['news_topic:celebrity'],query
12985,define capricious,qa_definition,['definition_word : capricious'],definition
