id,query,intent,slots,domain,action
6711,robotics,general_quirky,['content:robotics'],qa,quirky
10280,play a angry bird,play_game,['game_name : angry bird'],game,game
14108,did prince have children,qa_factoid,['content:did prince have children'],qa,factoid
3425,can you make me coffee now,iot_coffee,[],iot,coffee
7040,set a meeting on wednesday at three pm in room,calendar_set,"['event_name : meeting in room', 'date : wednesday', 'time : three pm']",calendar,set
16256,read the contact number of alex from phone book,email_querycontact,"['person : alex','persenal_info:number']",email,querycontact
11116,add new items in the alarm list,alarm_set,[],alarm,set
7507,how many meetings are on my calendar today,calendar_query,"['event_name : meetings', 'date : today']",calendar,query
6308,i eat breakfast at eight am,general_quirky,['content:i eat breakfast at eight am'],qa,quirky
6868,can you brief about the next scheduled events,calendar_query,['descriptor:next'],calendar,query
3318,olly what are the most recent headlines on cnn,news_query,['media_type : cnn'],news,query
11810,what movies are playing nearby,recommendation_movies,['descriptor:nearby'],recommendation,movies
15800,check my new emails,email_query,['descriptor:new'],email,query
8368,schedule my meeting with tom cruise today evening at six pm,calendar_set,"['event_name : meeting', 'person : tom cruise', 'time : six pm']",calendar,set
8875,anything happening today,calendar_query,['date : today'],calendar,query
5553,reviews of the restaurants,takeaway_query,"['business_type : restaurants','descriptor:reviews']",takeaway,query
10174,find a good recipe for steak,cooking_recipe,['food_type : steak'],cooking,recipe
14260,what is piramid,qa_definition,['definition_word : piramid'],qa,definition
1587,save my opinion on the currently playing song,music_likeness,[],music,likeness
12405,at four pm how long will be the remaining travel time to the destination,transport_query,['time : four pm'],transport,query
8364,where am i supposed to be wednesday from two to eleven,calendar_query,"['date : wednesday', 'time : two', 'time2: eleven']",calendar,query
16019,can you tell me if i've got any unread emails from today,email_query,"['date : today','descriptor:unread']",email,query
14491,how tall is jennifer aniston,qa_factoid,['content:how tall is jennifer aniston'],qa,factoid
842,schedule pizza takeout for seven pm,takeaway_order,"['food_type : pizza', 'time : seven pm']",takeaway,order
1772,please set alarm at five pm,alarm_set,['time : five pm'],alarm,set
13948,where does brad pitt live,qa_factoid,['content:where does brad pitt live'],qa,factoid
3022,turn off socket,iot_wemo_off,[],iot,wemo_off
3284,what is the weather in miami,weather_query,['place_name : miami'],weather,query
10900,help me set a list of,lists_createoradd,[],lists,createoradd
1285,i want exact time in washington right now,datetime_query,['place_name : washington'],datetime,query
11386,can you make my music file to play,play_music,['player_setting:favorite'],music,music
6917,remove events,calendar_remove,[],calendar,remove
7991,can you add to my calendar an event for next friday,calendar_set,['date : next friday'],calendar,set
16133,send email to mommy that i'll be going the party,email_sendemail,"['to_relation : mommy', 'content: i'll be going the party']",email,sendemail
13876,how old is barack obaba,qa_factoid,['content : how old is barack obaba'],qa,factoid
8512,set a reminder to go to movies with ron on march twenty seven,calendar_set,"['event_name:go to movies', 'person: ron','date : march twenty seven']",calendar,set
886,tell me what time it is right now,datetime_query,[],datetime,query
12009,any free events in la today,recommendation_events,"['place_name : la', 'date : today']",recommendation,events
10155,how do i cook chicken alfredo,cooking_recipe,['food_type : chicken alfredo'],cooking,recipe
10876,start a new shopping list,lists_createoradd,['list_name : shopping'],lists,createoradd
6474,what's the weather,weather_query,[],weather,query
4225,how much longer until my pizza will be here,takeaway_query,['food_type : pizza'],takeaway,query
8629,remind me at the start of each month,calendar_set,"['general_frequency : each month','day:start of each month']",calendar,set
3529,play a party music list,play_music,['playlist_name : party'],music,music
52,most rated delivery options for chinese food,takeaway_query,"['order_type : delivery', 'food_type : chinese','descriptor:most rated']",takeaway,query
6919,set a notification for fifth march that i have a doctor's appointment at ten am,calendar_set,"['date : fifth march', ""event_name : doctor's appointment"", 'time : ten am']",calendar,set
11231,give an full details of pda's,general_quirky,['content:give an full details of pda's'],qa,quirky
5162,i wanna get up at six am,alarm_set,['time : six am'],alarm,set
14201,olly can you tell me the price of google stock,qa_stock,['business_name : google'],qa,stock
12477,can you get me a taxi home,transport_taxi,"['transport_type : taxi', 'place_name : home']",transport,taxi
15405,tweet @phohouse your server was rude #badpho,social_post,"['media_type : tweet', 'business_name : phohouse','content:your server was rude #badpho']",social,post
7913,remove the event from monday,calendar_remove,['date : monday'],calendar,remove
4381,remove my earliest alarm for tomorrow,alarm_remove,"['date : tomorrow','descriptor:earliest']",alarm,remove
8010,update my calendar and delete next event,calendar_remove,['descriptor:next'],calendar,remove
3179,please set an alarm for seven hundred and thirty am tomorrow,alarm_set,"['time : seven hundred and thirty am', 'date : tomorrow']",alarm,set
2231,turn off the light in the kitchen,iot_hue_lightoff,['house_place : kitchen'],iot,hue_lightoff
9130,what's next in my calendar,calendar_query,['descriptor:next'],calendar,query
9373,i want to hear some local talk radio,play_radio,['radio_name:talk'],radio,radio
2332,is it raining right now,weather_query,['weather_descriptor : raining'],weather,query
7459,create calendar event with my son,calendar_set,['relation : son'],calendar,set
16310,please respond,email_sendemail,[],email,sendemail
7249,today is holiday,general_quirky,['content:today is holiday'],qa,quirky
795,what time is the alarm set for tomorrow,alarm_query,['date : tomorrow'],alarm,query
6674,what's on your mind today,general_quirky,['content:what's on your mind today'],qa,quirky
2862,tell me which time is it in new york,datetime_query,['place_name : new york'],datetime,query
5785,music change,music_settings,['player_setting:change'],music,settings
12770,show me timetables for trains going from prague to brno,transport_query,"['from_place_name : prague', 'to_place_name : brno','transport_type:train']",transport,query
1074,please dim the overhead lights,iot_hue_lightdim,['device_type : overhead'],iot,hue_lightdim
13728,distance to local landmarks,transport_query,['content:distance to local landmarks'],transport,query
3432,play a rai music,play_music,['music_genre : rai'],music,music
11804,can you find me a street fair in the neighborhood,recommendation_events,"['event_name : street fair', 'place_name : neighborhood']",recommendation,events
785,add shape of you to the current queue,play_music,['song_name : shape of you'],music,music
7698,remind me in the future of this,calendar_set,[],calendar,set
11299,go to the next episode,play_podcasts,['podcast_descriptor : next episode'],podcasts,podcasts
12733,where is the nearest train to me,transport_query,"['transport_type : train','descriptor:nearest']",transport,query
13718,when was trump born,qa_factoid,['content:when was trump born'],qa,factoid
15384,tweet to mcdonalds saying that i found a hair in their burger,social_post,"['media_type : tweet', 'business_name : mcdonalds','content: i found a hair in their burger']",social,post
12793,are there any accidents on my way to work,transport_traffic,['place_name:work'],transport,traffic
13352,what is the definition of this word,qa_definition,[],qa,definition
8652,can you notify the event in my calendar,calendar_set,[],calendar,set
7145,i don't want to attend the dinner on march first any more so could you remove it from my agenda,calendar_remove,"['event_name : dinner', 'date : march first']",calendar,remove
14236,currency to currency rate,qa_currency,[],qa,currency
9821,resume the girl on the train on audible,play_audiobook,"['player_setting : resume', 'audiobook_name : the girl on the train', 'app_name : audible']",audiobook,audiobook
5168,please take me to wall street journal,news_query,['media_type : wall street journal'],news,query
3083,please change the color of my lights surprise me,iot_hue_lightcolor,['descriptor:surprise'],iot,hue_lightcolor
4855,cut off noise,audio_volume_mute,[],iot,volume_mute
10340,please open snooker game i would like to play with you,play_game,['game_name : snooker'],game,game
11656,where is the nearest smoke shop,recommendation_locations,"['business_type : smoke shop','descriptor:nearest']",recommendation,locations
1250,is there any possibility of rain this week,weather_query,"['weather_descriptor : rain', 'date : this week']",weather,query
16091,please check my inbox for any new emails in last twenty minutes,email_query,"['email_folder : inbox', 'time : last twenty minutes']",email,query
4128,do i currently have any alarms set,alarm_query,[],alarm,query
15917,list emails for last hour,email_query,['time : last hour'],email,query
4388,turn the chandelier all the way up,iot_hue_lightup,['device_type:chandelier'],iot,hue_lightup
6528,who will win this presidential election,general_quirky,['content:who will win this presidential election'],qa,quirky
16679,did i ever get the email from sean today,email_query,"['from_person : sean', 'date : today']",email,query
14824,please check the exchange rates of the us dollar vs the euro,qa_currency,"['currency_name : us dollar', 'currency_name2 : euro']",qa,currency
15049,hey olly what is the definition of survey,qa_definition,['definition_word : survey'],qa,definition
9618,show me upcoming programmes on one hundred and five point one,play_radio,['radio_name : one hundred and five point one'],radio,radio
11902,find local shops,recommendation_locations,['business_type:shop'],recommendation,locations
12485,when is the train arriving today,transport_query,"['transport_type : train', 'date : today']",transport,query
14907,how far above sea level is denver,qa_factoid,['content:how far above sea level is denver'],qa,factoid
8022,what's happening this weekend,calendar_query,['date : this weekend'],calendar,query
9328,open pandora and search for a classic rock station,play_radio,"['app_name : pandora', 'radio_name : classic rock']",radio,radio
5971,how is the climate today,weather_query,['date : today'],weather,query
6877,schedule a meeting with brian billings for two thirty pm on friday,calendar_set,"['event_name : meeting', 'person : brian billings', 'time : two thirty pm', 'date : friday']",calendar,set
7819,should i go to the market day after tomorrow,calendar_query,"['place_name : market', 'date : day after tomorrow']",calendar,query
8304,thursday at two pm i must meet with mr forman please mark the calendar,calendar_set,"['date : thursday', 'time : two pm', 'person : mr forman']",calendar,set
11056,what do i need to do today,calendar_query,['date : today'],calendar,query
7230,today is monday is it,datetime_query,['date : today'],datetime,query
14332,what is the google stock at,qa_stock,['business_name : google'],qa,stock
9105,please clear my calendar of all events,calendar_remove,['descriptor:all'],calendar,remove
10630,i expect you to remove the item from the list,lists_remove,[],lists,remove
7669,tell me when my moms birthday is,calendar_set,"['relation : moms', 'event_name : birthday']",calendar,set
10878,i want to make a list and this should be automatically saved as a text file with the title list,lists_createoradd,['list_name:list'],lists,createoradd
5617,change the time zone from irish time zone to moscow time zone,datetime_convert,"['time_zone : irish', 'time_zone : moscow']",datetime,convert
4146,let me know about any alarms set today,alarm_query,['date : today'],alarm,query
14385,where is san francisco,qa_factoid,['content : where is san francisco'],qa,factoid
11630,olly is there a well rated pizza place between fourteenth and eighteenth streets,recommendation_locations,"['food_type : pizza', 'descriptor : well rated', 'place_name : between fourteenth and eighteenth streets']",recommendation,locations
10271,play solitaire with me,play_game,['game_name : solitaire'],game,game
7579,book my next free day in the calendar for me to get a haircut at sally's,calendar_set,"['date : next free day', ""event_name : haircut at sally's""]",calendar,set
12175,flag me an uber for ten pm tonight,transport_taxi,"['transport_agency : uber', 'time : ten pm', 'timeofday : tonight']",transport,taxi
6833,remind me tomorrow at four about an event,calendar_set,"['date : tomorrow', 'time : four']",calendar,set
4830,can i get the food to go,takeaway_query,['order_type : to go'],takeaway,query
3070,please mute the sound,audio_volume_mute,[],iot,volume_mute
15669,write a complaint tweet,social_post,['media_type : tweet'],social,post
8007,i have a dentist appointment on monday morning true or false,calendar_query,"['event_name : dentist appointment', 'date : monday','timeofday : morning']",calendar,query
5540,i want to drink coffee,iot_coffee,[],iot,coffee
520,what time is it right now,datetime_query,[],datetime,query
5092,siri skip two songs,music_settings,['player_setting: skip two songs'],music,settings
1535,is it raining in toledo right now,weather_query,"['weather_descriptor : raining', 'place_name : toledo']",weather,query
10001,how to create buttermilk from milk,cooking_recipe,['food_type : buttermilk'],cooking,recipe
4484,tell me this week's weather forecast,weather_query,['date : this week'],weather,query
221,change the lights into green,iot_hue_lightcolor,['color_type : green'],iot,hue_lightcolor
8376,set alarm reminder for calendar,calendar_set,[],calendar,set
9201,please start radio,play_radio,[],radio,radio
16714,check my email inboxes and tell me about new mails,email_query,"['email_folder : inboxes','descriptor:new']",email,query
9905,continue playing where i left off,play_audiobook,['player_setting : resume'],audiobook,audiobook
8093,where the meeting will be,calendar_query,['event_name : meeting'],calendar,query
453,what is today's date,datetime_query,['date : today'],datetime,query
8319,don't let me forget i need a reminder for march twenty seventh at noon,calendar_set,"['date : march twenty seventh', 'timeofday : noon']",calendar,set
10774,could you open my list app and check for groceries please,lists_query,['list_name : groceries'],lists,query
11601,is there some play can i go tonight in the city,recommendation_events,"['event_name : play', 'timeofday : tonight']",recommendation,events
5925,give me the last news about iphone,news_query,['news_topic : iphone'],news,query
15766,could you please send back to pawel this answer,email_sendemail,['to_person : pawel'],email,sendemail
9636,i want to hear the jim and bob show on one oh three point three,play_radio,['radio_name : the jim and bob show one oh three point three'],radio,radio
3085,can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone,iot_hue_lightcolor,['color_type : cooler tone'],iot,hue_lightcolor
14322,what does a grapefruit look like,qa_factoid,['content:what does a grapefruit look like'],qa,factoid
6332,i got a package in the mail today,general_quirky,['content:i got a package in the mail today'],qa,quirky
16179,open all mails from steffi,email_query,"['from_person : steffi','descriptor:all']",email,query
15739,please send a complaint about my horrible experience with a company,social_post,['content:my horrible experience with a company'],social,post
11824,best reviews restaurant in south sacramento,recommendation_locations,"['descriptor:best reviews','business_type : restaurant', 'place_name : south sacramento']",recommendation,locations
8099,hi google please remove the dinner plan on thursday,calendar_remove,"['event_name : dinner', 'date : thursday']",calendar,remove
13562,define economics,qa_definition,['definition_word : economics'],qa,definition
11522,olly next episode in the podcast please,play_podcasts,['podcast_descriptor : next episode'],podcasts,podcasts
15383,are there any new snapchats,social_query,['media_type : snapchats'],social,query
8756,olly can you please add my dinner reservations to my calendar,calendar_set,['event_name : dinner reservations'],calendar,set
6890,what are the show timings,calendar_query,['event_name : show'],calendar,query
14610,why do some people still think the earth is flat,general_quirky,['content:why do some people still think the earth is flat'],qa,quirky
16585,what were the first number of email subjects i got today,email_query,"['date : today','descriptor:first']",email,query
12288,system pull any traffic news for my commute,transport_traffic,['place_name:my commute'],transport,traffic
10159,how do you make sunny side up eggs,cooking_recipe,['food_type : sunny side up eggs'],cooking,recipe
306,i would like to have a sushi can you order me a lunch,takeaway_order,"['food_type : sushi', 'meal_type : lunch']",takeaway,order
4042,please start the vacuum,iot_cleaning,['device_type : vacuum'],iot,cleaning
8886,put a reminder in my calendar about meeting with client at ten am on tuesday,calendar_set,"['event_name : meeting', 'relation : client', 'time : ten am', 'date : tuesday']",calendar,set
7150,set a reminder for the meeting every monday at two pm,calendar_set,"['event_name : meeting', 'date : monday', 'time : two pm','general_frequency:weekly']",calendar,set
9984,give me the recipe of steak,cooking_recipe,['food_type : steak'],cooking,recipe
5747,what is the day on twenty third march,datetime_query,['date : twenty third march'],datetime,query
3084,lighter shade on the lights please,iot_hue_lightdim,[],iot,hue_lightdim
13418,who played harry potter in the films,qa_factoid,['content:who played harry potter in the films'],qa,factoid
2751,can you start the coffee machine for me,iot_coffee,['device_type : coffee machine'],iot,coffee
15490,tweet a complaint to donald trump about his horrible performance,social_post,"['media_type : tweet', 'person : donald trump','content:his horrible performance']",social,post
7921,delete all scheduled events,calendar_remove,['descriptor:all'],calendar,remove
15395,open hershey twitter,social_post,['business_name : hershey'],social,post
2021,decrease volume to very soft,audio_volume_down,[],iot,volume_down
1101,good morning olly,general_greet,['content:good morning olly'],qa,greet
17125,start a reply to marleen's most recent email,email_sendemail,"['to_person : marleen','setting:reply']",email,sendemail
15331,take me to the most popular post,social_query,[],social,query
13254,what you know about john abraham lincon,qa_factoid,['person : john abraham lincon'],qa,factoid
16902,reply to my last email,email_sendemail,"['setting:reply','descriptor:last']",email,sendemail
12230,i need a taxi to go home,transport_taxi,"['transport_type : taxi', 'place_name : home']",transport,taxi
12792,are there any traffic delays,transport_traffic,[],transport,traffic
8477,could you delete this event,calendar_remove,[],calendar,remove
14841,how many pesos to an american dollar,qa_currency,"['currency_name : pesos', 'currency_name2 : american dollar']",qa,currency
3618,tell me all the takeaways nearby and i want to order food,takeaway_query,['order_type : takeaways'],takeaway,query
17002,what is the last email i received,email_query,['descriptor:last received'],email,query
2618,add a notification from bob's news on the weather,news_subscription,"[""media_type : bob's news"", 'news_topic : weather']",news,subscription
11371,spot,general_quirky,['content : spot'],qa,quirky
16154,do i have the contact of tara john,email_querycontact,['person : tara john'],email,querycontact
13149,how does production and population affects us,general_quirky,['content:how does production and population affects us'],qa,quirky
6541,current politics,general_quirky,['content:current politics'],qa,quirky
3901,let's listen to a playlist,play_music,['player_setting:playlist'],music,music
14362,what are the chances of the stock market closing below the two hundred moving average in the next fourteen days,general_quirky,['content:what are the chances of the stock market closing below the two hundred moving average in the next fourteen days'],qa,quirky
9022,add to calendar an everyday reminder for laundry,calendar_set,"['general_frequency : everyday', 'event_name : laundry']",calendar,set
5334,what alarms do you have set,alarm_query,[],alarm,query
9906,play this audiobook,play_audiobook,[],audiobook,audiobook
788,what is the temperature right now,weather_query,['weather_descriptor : temperature'],weather,query
7896,do i have an appointment tomorrow,calendar_query,"['event_name : appointment', 'date : tomorrow']",calendar,query
713,can you show me the last breaking news form wsj,news_query,"['media_type : wsj','descriptor:breaking']",news,query
8689,put dinner with my sister on saturday,calendar_set,"['event_name : dinner', 'relation : my sister', 'date : saturday']",calendar,set
3356,i love zydeco jams,music_likeness,['music_genre : zydeco jams'],music,likeness
11344,take me to the next episode if her story,play_podcasts,"['player_setting : next episode', 'podcast_name : her story']",podcasts,podcasts
10230,how long will it take to finish cooking my meal,cooking_recipe,[],cooking,recipe
9866,play the program where i left off yesterday,play_audiobook,['player_setting:resume'],audiobook,audiobook
15988,did you receive this person email,email_query,[],email,query
1313,what's the weather forecast for today,weather_query,['date : today'],weather,query
1476,reduce the lights,iot_hue_lightdim,[],iot,hue_lightdim
16483,what is the subject of mom's last email,email_query,"['from_relation : mom','descriptor:last']",email,query
2714,want to have vibrant colours,iot_hue_lightcolor,['color_type : vibrant'],iot,hue_lightcolor
2292,is today going to be sunny,weather_query,"['date : today', 'weather_descriptor : sunny']",weather,query
3593,turn the light off,iot_hue_lightoff,[],iot,hue_lightoff
10137,call mom,email_querycontact,['relation : mom'],email,querycontact
15474,send a message to national grid that the power is out again,social_post,"['business_name : national grid','content:the power is out again']",social,post
10635,show me what lists are available,lists_query,[],lists,query
11894,can you tell me about any local events coming up,recommendation_events,[],recommendation,events
9458,start music,play_music,[],music,music
6274,i had a great day today,general_quirky,['content:i had a great day today'],qa,quirky
8532,get local events,recommendation_events,['place_name:local'],recommendation,events
20,set lights to twenty percent,iot_hue_lightchange,['change_to : twenty percent'],iot,hue_lightchange
14497,give me the description about television,qa_definition,['definition_word : television'],qa,definition
4036,light green,iot_hue_lightcolor,['color_type : green'],iot,hue_lightcolor
15915,list new emails,email_query,['descriptor:new'],email,query
15277,tweet the current temperature,social_post,"['media_type : tweet','content:the current temperature']",social,post
4139,do i need to wear a heavy coat today,weather_query,"['weather_descriptor : heavy coat', 'date : today']",weather,query
11108,there are anything in my list,lists_query,[],lists,query
15649,tweet @a complaint,social_post,"['media_type : tweet','content:complaint']",social,post
4126,play this playlist,play_music,['player_setting:playlist'],music,music
12324,time n. date,datetime_query,[],datetime,query
13162,synonym of word,qa_definition,[],qa,definition
2066,what were the winning numbers of the powerball lottery yesterday,news_query,"['news_topic : winning numbers of the powerball lottery', 'date : yesterday']",news,query
6212,hey i want to know about your inception,general_quirky,['content : i want to know about your inception'],qa,quirky
2743,show me news from cnn for today,news_query,"['media_type : cnn','date:today']",news,query
16893,what email was sent at three thirty pm,email_query,['time : three thirty pm'],email,query
5519,turn off the room light,iot_hue_lightoff,['house_place : room'],iot,hue_lightoff
12309,i want to book a train ticket,transport_ticket,['transport_type : train'],transport,ticket
599,turn down volume,audio_volume_down,[],iot,volume_down
15024,help me to understand why the seasons change,general_quirky,['content:help me to understand why the seasons change'],qa,quirky
12994,i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz,general_quirky,['content:i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz'],qa,quirky
3646,show me music by that artist,music_query,['descriptor:that artist'],music,query
2650,what is the headline from today's morning local news,news_query,"['date : today','timeofday:morning','place_name:local']",news,query
10622,add diapers in cosmetic list,lists_createoradd,"['item_name:diapers','list_name:cosmetic']",lists,createoradd
12429,please book a taxi for me,transport_taxi,['transport_type : taxi'],transport,taxi
6257,hello is this your first time here,general_quirky,['content:is this your first time here'],qa,quirky
2327,what temperature is it,weather_query,['weather_descriptor : temperature'],weather,query
1748,if switch is on then turn on else turn off,iot_wemo_on,[],iot,wemo_on
11407,play the next podcast episode,play_podcasts,['podcast_descriptor : next episode'],podcasts,podcasts
5375,which date is on next monday,datetime_query,['date : next monday'],datetime,query
2580,please be silent until i tell you not to be,audio_volume_mute,[],iot,volume_mute
15238,hi there tell me latest updates of times of india page in facebook,social_query,"['media_type : facebook','business_name:times of india']",social,query
9511,play the radio station rock one hundred and eight,play_radio,['radio_name : rock one hundred and eight'],radio,radio
3767,play me some pop,play_music,['music_genre : pop'],music,music
10377,please open go fish game and play it with me,play_game,['game_name : go fish'],game,game
3224,look for song two and play it,play_music,['descriptor: song two'],music,music
13864,define logic,qa_definition,['definition_word : logic'],qa,definition
2310,turn the lights down to seven,iot_hue_lightchange,['change_to : seven'],iot,hue_lightchange
38,is the brightness of my screen running low,general_quirky,['is the brightness of my screen running low'],qa,quirky
15820,change my mum's email in my phonebook,email_addcontact,"['relation : mum', 'personal_info : email']",email,addcontact
16650,what did ben email me,email_query,['from_person : ben'],email,query
15040,how old is tom cruise,qa_factoid,['content:how old is tom cruise'],qa,factoid
9290,please turn on ninety nine point five,play_radio,['radio_name : ninety nine point five'],radio,radio
8255,cancel upcoming event,calendar_remove,[],calendar,remove
11208,add a meeting with architect to my new project list,lists_createoradd,"['list_name : new project list','item_name:meeting with architect']",lists,createoradd
12040,ask a restaurant in me area,recommendation_locations,"['business_type : restaurant','place_name:me area']",recommendation,locations
13501,who won the last five ncaa men's basketball tournament,qa_factoid,['content:who won the last five ncaa men's basketball tournament'],qa,factoid
2951,play music relating to the music i listened to this morning,play_music,['descriptor:related to the music in the morning'],music,music
15907,send will do thanks to john as a reply to his last message,email_sendemail,"['to_person : john','content: will do thanks']",email,sendemail
9038,remove meeting at dubai,calendar_remove,['event_name : meeting at dubai'],calendar,remove
14502,give me the birth details of abraham lincoln,qa_factoid,['content : the birth details of abraham lincoln'],qa,factoid
1344,try to play old nineties classic music,play_music,['music_genre : old nineties classic'],music,music
4450,what time will my alarm wake me up,alarm_query,[],alarm,query
13595,solve this equation one plus one,qa_maths,['content:one plus one'],qa,maths
3763,raise the lights alexa,iot_hue_lightup,[],iot,hue_lightup
7725,set a reminder to happy thing every two days,calendar_set,"['general_frequency : every two days','event_name:happy things']",calendar,set
13566,what's the exchange rates,qa_currency,[],qa,currency
17060,any email from my client,email_query,['from_relation : client'],email,query
10358,run game,play_game,[],game,game
14055,where is justin bieber from,qa_factoid,['content:where is justin bieber from'],qa,factoid
2730,i need to find a funny joke that is ok for kids,general_joke,['joke_type : funny for kids'],qa,joke
7296,remove my scheduled calendar events if you could,calendar_remove,[],calendar,remove
9163,olly are there any events on my calendar for this week,calendar_query,['date : this week'],calendar,query
13913,where maradona lives now,qa_factoid,['content:where maradona lives now'],qa,factoid
16086,send an email to george brown,email_sendemail,['to_person : george brown'],email,sendemail
3871,please turn up the light a little,iot_hue_lightup,[],iot,hue_lightup
3086,play a song,play_music,[],music,music
3422,who is the singer,music_query,[],music,query
4252,should i carry an umbrella with me today,weather_query,"['weather_descriptor : umbrella', 'date : today']",weather,query
11567,what's the best chicken place near me,recommendation_locations,"['business_type : chicken place','descriptor:near']",recommendation,locations
13066,can you tell me if my guitar is in tune what i play it,general_quirky,['content:can you tell me if my guitar is in tune what i play it'],qa,quirky
3019,olly find my food,takeaway_query,[],takeaway,query
12739,can i get the directions to the nearest bar,transport_query,"['business_type : bar','descriptor:nearest']",transport,query
16871,send email to naty,email_sendemail,['to_person : naty'],email,sendemail
309,how many days are left in this year,general_quirky,['content:how many days are left in this year'],qa,quirky
15325,what's happening in my social media,social_query,[],social,query
10974,put on the screen the lists i have available,lists_query,[],lists,query
3746,i want coffee,iot_coffee,[],iot,coffee
10015,in five sentences let me know the procedure of making thanksgiving turkey,cooking_recipe,['food_type : thanksgiving turkey'],cooking,recipe
5559,turn off the bedroom lamp,iot_hue_lightoff,"['house_place : bedroom', 'device_type : lamp']",iot,hue_lightoff
9415,switch on the radio,play_radio,[],radio,radio
15577,hi what is happening in twitter today,social_query,"['media_type : twitter', 'date : today']",social,query
10818,do i have any lists,lists_query,[],lists,query
16207,email family with details of the party,email_sendemail,"['to_relation : family','content:details of the party']",email,sendemail
1439,download the latest folk songs having rating of four star or above and play all without shuffle,play_music,"['music_genre : folk', 'descriptor : rating of four star or above', 'player_setting : without shuffle']",music,music
1951,what is london time,datetime_query,['place_name : london'],datetime,query
7736,input a meeting with jack for tuesday,calendar_set,"['event_name : meeting', 'person : jack', 'date : tuesday']",calendar,set
13207,look up etymology in google,qa_definition,['definition_word : etymology'],qa,definition
4873,review,general_quirky,['content:review'],qa,quirky
5275,please check and repeat this song one time more,music_settings,['player_setting:replay'],music,settings
2449,from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway_order,"['business_name : wangs kitchen', 'business_type : restaurant', 'order_type : delivery', 'food_type : chicken manchow soup']",takeaway,order
14139,could you please describe me about the item smart phone,qa_definition,['definition_word : smart phone'],qa,definition
9698,resume play on my most recent audiobook selection,play_audiobook,['player_setting : resume'],audiobook,audiobook
16270,check inbox,email_query,['email_folder : inbox'],email,query
17132,please draft an email to shaun requesting sunday's off for the next schedule,email_sendemail,"['to_person : shaun', ""content:requesting sunday's off for the next schedule""]",email,sendemail
12620,whats the travel time from here to dallas by train,transport_query,"['to_place_name : dallas', 'transport_type : train']",transport,query
10401,play tennis for me,play_game,['game_name : tennis'],game,game
10515,i need to make a list of bills that are due,lists_createoradd,['list_name : bills that are due'],lists,createoradd
14280,what's kim kardashian's measurements,qa_factoid,['content:what's kim kardashian's measurements'],qa,factoid
3218,set alarm for six am everyday,alarm_set,"['time : six am', 'date : everyday']",alarm,set
7809,i have a department head meeting friday at nine am sharp,calendar_set,"['event_name : department head meeting', 'date : friday', 'time : nine am']",calendar,set
16572,email to address,email_sendemail,[],email,sendemail
12269,will punjab mail reach on time in gwalior,general_quirky,['content:will punjab mail reach on time in gwalior'],qa,quirky
12628,id like to get on the next train that will be departing indianapolis headed to chicago,transport_ticket,"['transport_type : train', 'from_place_name : indianapolis', 'to_place_name : chicago']",transport,ticket
12867,uber please,transport_taxi,['transport_agency : uber'],transport,taxi
5612,reduce light intensity,iot_hue_lightdim,[],iot,hue_lightdim
1152,use vacuum cleaner in the hall,iot_cleaning,"['device_type : vacuum cleaner', 'house_place : hall']",iot,cleaning
10937,clear list things to do this weekend,lists_remove,['date : this weekend'],lists,remove
8624,remind me about my meeting this afternoon please,calendar_set,"['event_name : meeting', 'timeofday : this afternoon']",calendar,set
15931,let me know when a new email arrives from rachel,email_query,"['from_person : rachel','descriptor:new']",email,query
12215,is there any traffic on my way to work,transport_traffic,['place_name:work'],transport,traffic
2806,i'd like a cup of coffee please,iot_coffee,[],iot,coffee
14060,where is montana,qa_factoid,['content: where is montana'],qa,factoid
7581,list my today's meeting,calendar_query,"['date : today', 'event_name : meeting']",calendar,query
11484,play previous episode,play_podcasts,['podcast_descriptor : previous episode'],podcasts,podcasts
3199,give me updates on this news,news_query,[],news,query
6585,olly i had a long hard day,general_quirky,['content:i had a long hard day'],qa,quirky
12804,using my apps,general_quirky,['content:using my apps'],qa,quirky
1602,play list of music from avatar,play_music,['playlist_name : avatar'],music,music
8524,remind me of the following event,calendar_set,[],calendar,set
10583,remove shop list,lists_remove,['list_name : shop'],lists,remove
9401,activate radio and tune into nine hundred and eighty nine,play_radio,['radio_name : nine hundred and eighty nine'],radio,radio
7015,list all the meetings scheduled for today before six pm,calendar_query,"['event_name : meetings', 'date : today', 'time : before six pm']",calendar,query
2382,initiate cleaning process,iot_cleaning,[],iot,cleaning
11009,please read out the tasks from the list for today,lists_query,['date : today'],lists,query
6749,read most recent reminder,calendar_query,[],calendar,query
3483,what is the weather back home today,weather_query,"['place_name : home', 'date : today']",weather,query
2767,play jazz music now,play_music,['music_genre : jazz'],music,music
1785,please turn off the kitchen,iot_hue_lightoff,['house_place : kitchen'],iot,hue_lightoff
12314,when indianapolis express will reach indiana,transport_query,"['transport_name : indianapolis express', 'to_place_name : indiana']",transport,query
10573,what do i have on my shopping list,lists_query,['list_name : shopping'],lists,query
